flag,eez,fishing_vessels,fishing_days,fishing_hours,fishing_KwH,start_lat,start_lon,end_lon,end_lat
Belize,South Africa,1,137,2003.4375,1497077.76748125,17.189877,-88.49765,24.4433127625,-33.5080154268
Belize,Spain,1,2,3.1501388888888897,18884.84477190139,17.189877,-88.49765,-4.15798022934,41.7212148176
Belize,Togo,1,2,9.049722222222222,19541.244378944448,17.189877,-88.49765,1.82134961928,4.6394919934
Belize,Western Sahara,10,1215,15882.774722222222,42278054.20271262,17.189877,-88.49765,-17.6951303974,23.3411860745
Bhutan (Kingdom of),India,1,7,70.40319444444444,398133.5129317972,27.514162,90.433601,76.0853171614,14.5979955792
Bonaire,Angola,1,96,1237.2654166666669,1719886.7626385957,12.7111952419,-68.3697839747,11.0353708514,-11.701097795
Bonaire,Canary Islands,1,2,1.555,7322.299038900001,13.162460911,-68.9717632758,-17.6139556167,28.367147652
Bonaire,Cape Verde,1,2,3.6854166666666663,15382.555907666667,13.162460911,-68.9717632758,-24.1716379097,16.0919044675
Bonaire,Gabon,2,55,676.6166666666659,3103273.436824874,13.162460911,-68.9717632758,8.73897075276,-3.06254123261
Bonaire,Ivory Coast,1,34,345.60499999999956,1627410.3918579004,13.162460911,-68.9717632758,-5.4494860846,3.30806149919
Bonaire,Mauritania,1,2,7.361388888888889,30725.691660755558,13.162460911,-68.9717632758,-17.9181448954,18.2466224476
Bonaire,Sierra Leone,2,7,48.46458333333332,210598.29183834445,13.162460911,-68.9717632758,-14.1446799886,6.6354075324
Bonaire,Spain,1,2,2.835,13349.657733300002,13.162460911,-68.9717632758,-4.15798022934,41.7212148176
Brazil,Uruguay,1,2,19.241666666666667,7258.890464750001,-11.0979857632,-39.4442325948,-53.3214266066,-35.7892709012
Burkina Faso,Gambia,1,19,78.83874999999996,26308.983617187492,12.238333,-1.561593,-18.3875108981,13.3286663278
Burkina Faso,Senegal,1,128,1253.2713888888898,418224.4954184018,12.238333,-1.561593,-18.5035747312,13.6946293156
Cambodia,Argentina,1,54,183.46722222222215,309509.37634807796,12.565679,104.990963,-62.159504061,-47.0899881567
Cambodia,Japan,5,13,53.92611111111111,132898.0807455486,12.565679,104.990963,138.481815283,29.5117767836
Cambodia,Peru,1,41,77.26916666666665,130353.15679968335,12.565679,104.990963,-78.883056182,-11.9042309742
Cambodia,South Korea,2,6,18.28208333333334,31887.126622308348,12.565679,104.990963,126.961471211,35.419646255399996
Cambodia,Uruguay,1,3,25.479027777777763,42983.1438113972,12.565679,104.990963,-55.160956601,-36.2549332604
Cameroon,Equatorial Guinea,1,2,9.55847222222222,3664.0890157736103,3.46271367413,9.31100269891,5.43745069906,-1.37183355987
Cameroon,Mauritania,1,130,1084.1237499999997,906892.2184263247,3.46271367413,9.31100269891,-17.9181448954,18.2466224476
Cameroon,Nigeria,1,2,6.6513888888888895,2549.7046390694445,3.46271367413,9.31100269891,4.82278332072,4.08512461991
Canada,Alaska,17,523,7699.637083333333,4119657.7292661136,44.68198659999999,-63.744311,-149.4936733,64.2008413
Canada,Azores,1,2,6.625277777777777,2549.0561466833324,44.68198659999999,-63.744311,-27.9760149599,38.4753756266
Canada,Denmark,1,2,4.324166666666667,21274.899999999998,44.68198659999999,-63.744311,9.24983396528,56.1421317001
Canada,Greenland,10,73,315.34125,600653.2256093252,44.68198659999999,-63.744311,-31.9709635324,75.4796502777
Canada,Mexico,1,106,654.7293055555555,330092.8836048556,44.68198659999999,-63.744311,-105.333456024,21.3501812799
Canada,Russia,1,80,1283.8355555555556,444389.31700262224,44.68198659999999,-63.744311,93.5554082721,71.3259188065
Canada,Saint-Pierre and Miquelon,6,32,179.71069444444444,149943.9686696292,44.68198659999999,-63.744311,-56.3870090588,45.8571905908
Canada,United Kingdom,1,2,2.491805555555555,2520.6265759888884,44.68198659999999,-63.744311,-4.25918474969,56.7469239933
Canada,United States,29,698,8085.783888888888,2738615.57863005,44.68198659999999,-63.744311,-118.2436849,34.0522342
Cape Verde,Guinea-Bissau,1,15,234.57152777777765,160367.10734624305,16.0919044675,-24.1716379097,-17.5671963259,10.5806587096
Cape Verde,Senegal,1,2,5.799722222222222,3965.036528519444,16.0919044675,-24.1716379097,-18.5035747312,13.6946293156
Chile,Argentina,7,67,201.85208333333335,341304.7131180556,-40.7386937476,-75.6994658146,-62.159504061,-47.0899881567
Chile,Falkland Islands,6,196,1614.9195833333317,2769147.9744,-40.7386937476,-75.6994658146,-58.3223660504,-51.667026383
Chile,Mozambique,1,774,12127.625833333334,10221456.298325995,-40.7386937476,-75.6994658146,37.9562060878,-20.3732121341
Chile,South Georgia and the South Sandwich Islands,2,613,11333.09069444448,14633261.323722173,-40.7386937476,-75.6994658146,-31.570227793,-56.4545855337
China,American Samoa,3,10,68.62805555555559,47930.73560561808,28.6766590494,118.676418867,-169.063470082,-13.8548393188
China,Angola,2,239,3827.9534722222224,2371313.6106001595,28.6766590494,118.676418867,11.0353708514,-11.701097795
China,Argentina,165,3152,17535.47111111111,25798143.20015329,28.6766590494,118.676418867,-62.159504061,-47.0899881567
China,Cameroon,1,80,1038.8998611111112,284181.5926292097,28.6766590494,118.676418867,9.31100269891,3.46271367413
China,Canary Islands,1,6,86.9522222222222,460498.9688888888,28.6766590494,118.676418867,-17.6139556167,28.367147652
China,Chagos Archipelago,1,2,7.242638888888889,5323.339583333333,28.6766590494,118.676418867,71.9497918473,-6.58327164324
